Band Number,Mainland.or.Island,Retrap,Date,Wing,Tail,Tarsus,Weight,Ssp,,
2728239,Island,NA,24042022,62,51,20,12.5,Chlorocephalus,,
02672132,Island,NA,14062012,61,52,19.98,14,Chlorocephalus,,
01A31565,Island,NA,9062012,64,48,19.98,13,Chlorocephalus,,
01A31632,Island,NA,11062012,64,50,19.98,12,Chlorocephalus,,
01A31650,Island,NA,12062012,65,49,19.96,12.5,Chlorocephalus,,
02672119,Island,NA,14062012,63.5,49,19.92,14,Chlorocephalus,,
2772583,Island,NA,23062024,62,46,19.9,18.5,Chlorocephalus,,
2772538,Island,NA,22062024,64,49,19.9,17.3,Chlorocephalus,,
2746687,Island,NA,25062023,63,48,19.9,17,Chlorocephalus,,
2772610,Island,NA,24062024,65,48,19.9,16.2,Chlorocephalus,,
02656255,Island,NA,03042013,62,49,19.9,16,Chlorocephalus,,
02727823,Island,NA,42910,65,50,19.9,15.9,Chlorocephalus,,
2746605,Island,NA,18062023,64,49,19.9,15.5,Chlorocephalus,,
2772679,Island,NA,1072024,64,49,19.9,15.5,Chlorocephalus,,
02641265,Island,NA,6042019,62,48,19.9,15.5,Chlorocephalus,,
2772649,Island,NA,29062024,63,49,19.9,15.3,Chlorocephalus,,
02727960,Island,NA,8042019,66,53,19.9,15,Chlorocephalus,,
2772539,Island,NA,22062024,66,51,19.9,15,Chlorocephalus,,
2746573,Island,NA,18062023,64,51,19.9,15,Chlorocephalus,,
02727988,Island,NA,9042019,64,50,19.9,15,Chlorocephalus,,
2772521,Island,NA,22062024,63,49,19.9,15,Chlorocephalus,,
02728054,Island,NA,12042019,62.5,49,19.9,15,Chlorocephalus,,
2746666,Island,NA,22062023,63,48,19.9,15,Chlorocephalus,,
2772692,Island,NA,2072024,63,48,19.9,15,Chlorocephalus,,
2746517,Island,NA,16062023,62,48,19.9,15,Chlorocephalus,,
2746642,Island,NA,20062023,61,48,19.9,15,Chlorocephalus,,
2746596,Island,NA,18062023,64,47,19.9,15,Chlorocephalus,,
2746690,Island,NA,25062023,63,47,19.9,15,Chlorocephalus,,
2772626,Island,NA,25062024,65,49,19.9,14.9,Chlorocephalus,,
02727838,Island,NA,42912,62,46,19.9,14.8,Chlorocephalus,,
2772557,Island,NA,22062024,63,49,19.9,14.6,Chlorocephalus,,
2728229,Island,NA,24042022,64.5,51,19.9,14.5,Chlorocephalus,,
02727955,Island,NA,8042019,60.5,51,19.9,14.5,Chlorocephalus,,
2728258,Island,NA,25042022,61,50,19.9,14.5,Chlorocephalus,,
2728186,Island,NA,22042022,60.5,50,19.9,14.5,Chlorocephalus,,
2746522,Island,NA,16062023,65,49,19.9,14.5,Chlorocephalus,,
02656437,Island,NA,12062015,63,49,19.9,14.5,Chlorocephalus,,
2746467,Island,NA,24062022,64,48,19.9,14.5,Chlorocephalus,,
2746528,Island,NA,17062023,63,47,19.9,14.5,Chlorocephalus,,
02710261,Island,NA,28062016,66,49,19.9,14.3,Chlorocephalus,,
2772503,Island,NA,21062024,63,49,19.9,14.3,Chlorocephalus,,
2728300,Island,NA,25042022,66,54.5,19.9,14,Chlorocephalus,,
2728280,Island,NA,25042022,64.5,51,19.9,14,Chlorocephalus,,
02656275,Island,NA,03042013,63,49,19.9,14,Chlorocephalus,,
2728209,Island,NA,23042022,61,49,19.9,14,Chlorocephalus,,
2728295,Island,NA,25042022,64,48.5,19.9,14,Chlorocephalus,,
2772509,Island,NA,21062024,65,48,19.9,13.9,Chlorocephalus,,
2728119,Island,NA,21042022,66,53,19.9,13.5,Chlorocephalus,,
2728180,Island,NA,22042022,63,53,19.9,13.5,Chlorocephalus,,
02728034,Island,NA,10042019,63.5,51,19.9,13.5,Chlorocephalus,,
2746404,Island,NA,26042002,63,51,19.9,13.5,Chlorocephalus,,
2746571,Island,NA,18062023,64,50,19.9,13.5,Chlorocephalus,,
02641278,Island,NA,6042019,66,49.5,19.9,13.5,Chlorocephalus,,
2746575,Island,NA,18062023,64,48,19.9,13.5,Chlorocephalus,,
02727855,Island,NA,42919,63,44,19.9,13.4,Chlorocephalus,,
2728200,Island,NA,23042022,65.5,52,19.9,13,Chlorocephalus,,
2728248,Island,NA,24042022,64,51,19.9,13,Chlorocephalus,,
2746428,Island,NA,21062022,64,50,19.9,13,Chlorocephalus,,
2746441,Island,NA,21062022,62,48,19.9,13,Chlorocephalus,,
02585685,Island,NA,5042019,61.5,48,19.9,13,Chlorocephalus,,
02727976,Island,NA,9042019,60,48,19.9,13,Chlorocephalus,,
2728120,Island,NA,21042022,62.5,47.5,19.9,13,Chlorocephalus,,
02710216,Island,NA,25062016,66,51,19.9,12.8,Chlorocephalus,,
02700659,Island,NA,22072014,64,50,19.9,12.5,Chlorocephalus,,
2746466,Island,NA,24062022,63,49,19.9,12.5,Chlorocephalus,,
02585675,Island,NA,5042019,61.5,48,19.9,12.5,Chlorocephalus,,
02727866,Island,NA,42921,66,50,19.9,12.2,Chlorocephalus,,
02710134,Island,NA,24062015,63,49,19.9,12,Chlorocephalus,,
02656393,Island,NA,20072014,65,48.5,19.9,12,Chlorocephalus,,
02656262,Island,NA,03042013,63,48,19.9,12,Chlorocephalus,,
02656384,Island,NA,20072014,62.5,47.5,19.9,11.5,Chlorocephalus,,
01A31545,Island,NA,9062012,63,48,19.88,12.5,Chlorocephalus,,
01A31641,Island,NA,12062012,60.5,45.5,19.86,12,Chlorocephalus,,
01A31550,Island,NA,9062012,65.5,50,19.84,13,Chlorocephalus,,
02672149,Island,NA,15062012,61,48,19.82,10.5,Chlorocephalus,,
02672130,Island,NA,14062012,63.5,47,19.82,9.5,Chlorocephalus,,
02656452,Island,NA,13062015,63,49,19.8,NA,Chlorocephalus,,
02656500,Island,NA,16062015,64,51,19.8,16.5,Chlorocephalus,,
2772697,Island,NA,2072024,67,51,19.8,16.2,Chlorocephalus,,
2772593,Island,NA,23062024,64,48,19.8,16.2,Chlorocephalus,,
2772545,Island,NA,22062024,65,50,19.8,16.1,Chlorocephalus,,
02710109,Island,NA,17062015,67.5,53,19.8,16,Chlorocephalus,,
02710139,Island,NA,11102015,64.5,52,19.8,16,Chlorocephalus,,
2772635,Island,NA,26062024,66,50,19.8,16,Chlorocephalus,,
02641288,Island,NA,6042019,63.5,50,19.8,16,Chlorocephalus,,
2772655,Island,NA,29062024,64,51,19.8,15.8,Chlorocephalus,,
2772605,Island,NA,24062024,65,49,19.8,15.8,Chlorocephalus,,
02656410,Island,NA,27072014,64.5,49.5,19.8,15.5,Chlorocephalus,,
2728113,Island,NA,43638,64,49,19.8,15.5,Chlorocephalus,,
02656337,Island,NA,05052013,63.5,47,19.8,15.5,Chlorocephalus,,
2772706,Island,NA,2072024,66,51,19.8,15.2,Chlorocephalus,,
02641235,Island,NA,5042019,65.5,51,19.8,15,Chlorocephalus,,
2772576,Island,NA,23062024,65,50,19.8,15,Chlorocephalus,,
02727998,Island,NA,10042019,62,50,19.8,15,Chlorocephalus,,
02710278,Island,NA,29062016,64,49,19.8,15,Chlorocephalus,,
2728084,Island,NA,43634,64,49,19.8,15,Chlorocephalus,,
2746641,Island,NA,20062023,63,48,19.8,15,Chlorocephalus,,
2746698,Island,NA,25062023,64,46,19.8,15,Chlorocephalus,,
2772691,Island,NA,2072024,62,NA,19.8,14.8,Chlorocephalus,,
2772523,Island,NA,22062024,61,49,19.8,14.8,Chlorocephalus,,
02727985,Island,NA,9042019,67,51,19.8,14.5,Chlorocephalus,,
2746669,Island,NA,23062023,64,50,19.8,14.5,Chlorocephalus,,
02656490,Island,NA,15062015,62,48,19.8,14.5,Chlorocephalus,,
2772651,Island,NA,29062024,64,48,19.8,14.4,Chlorocephalus,,
2728137,Island,NA,21042022,65.5,53,19.8,14,Chlorocephalus,,
02727919,Island,NA,7042019,66,51,19.8,14,Chlorocephalus,,
02700559,Island,NA,31032013,65.5,51,19.8,14,Chlorocephalus,,
2746682,Island,NA,24062023,65,51,19.8,14,Chlorocephalus,,
2746502,Island,NA,16062023,65,50,19.8,14,Chlorocephalus,,
02641283,Island,NA,6042019,63,50,19.8,14,Chlorocephalus,,
02728071,Island,NA,13042019,64,49,19.8,14,Chlorocephalus,,
02727994,Island,NA,10042019,63,49,19.8,14,Chlorocephalus,,
2746624,Island,NA,19062023,63,48,19.8,14,Chlorocephalus,,
02585609,Island,NA,4042019,62,48,19.8,14,Chlorocephalus,,
02700535,Island,NA,30032013,64,46,19.8,14,Chlorocephalus,,
02700531,Island,NA,30032013,63.5,46,19.8,14,Chlorocephalus,,
02700580,Island,NA,31032013,62,46,19.8,14,Chlorocephalus,,
02710260,Island,NA,28062016,65,50,19.8,13.7,Chlorocephalus,,
02585691,Island,NA,5042019,64.5,53.5,19.8,13.5,Chlorocephalus,,
02700560,Island,NA,31032013,65.5,53,19.8,13.5,Chlorocephalus,,
02578884,Island,NA,23112016,65.5,51,19.8,13.5,Chlorocephalus,,
02641279,Island,NA,6042019,64,50,19.8,13.5,Chlorocephalus,,
02710287,Island,NA,04102016,64,49,19.8,13.5,Chlorocephalus,,
2746430,Island,NA,21062022,64,49,19.8,13.5,Chlorocephalus,,
02710121,Island,NA,20062015,62,49,19.8,13.5,Chlorocephalus,,
2728260,Island,NA,25042022,63,48,19.8,13.5,Chlorocephalus,,
2728247,Island,NA,24042022,63,48,19.8,13.5,Chlorocephalus,,
2746459,Island,NA,22062022,64,47,19.8,13.5,Chlorocephalus,,
02710257,Island,NA,28062016,63,47,19.8,13.1,Chlorocephalus,,
02656427,Island,NA,12062015,66.5,56.5,19.8,13,Chlorocephalus,,
02656358,Island,NA,19072014,67.5,54,19.8,13,Chlorocephalus,,
2728269,Island,NA,25042022,62.5,49,19.8,13,Chlorocephalus,,
2746490,Island,NA,16062023,65,48,19.8,13,Chlorocephalus,,
02656234,Island,NA,02042013,61,48,19.8,13,Chlorocephalus,,
02656344,Island,NA,19072014,63,47,19.8,13,Chlorocephalus,,
02656263,Island,NA,03042013,63.5,46,19.8,13,Chlorocephalus,,
02656326,Island,NA,05052013,61.5,46,19.8,13,Chlorocephalus,,
02728045,Island,NA,11042019,65,52,19.8,12.5,Chlorocephalus,,
2746489,Island,NA,16062023,66,51,19.8,12.5,Chlorocephalus,,
01A31644,Island,NA,12062012,65,48,19.8,12.5,Chlorocephalus,,
02656228,Island,NA,02042013,62,47,19.8,12.5,Chlorocephalus,,
02656285,Island,NA,04042013,64.5,50,19.8,12,Chlorocephalus,,
02700639,Island,NA,21072014,62.5,48,19.8,12,Chlorocephalus,,
02710221,Island,NA,26062016,62,46,19.8,11.8,Chlorocephalus,,
02710192,Island,NA,25062016,64,50,19.8,11.4,Chlorocephalus,,
02656351,Island,NA,19072014,64,47,19.8,11,Chlorocephalus,,
01A31521,Island,NA,8062012,66,49.5,19.78,14.2,Chlorocephalus,,
01A31549,Island,NA,9062012,64.5,49.5,19.76,13,Chlorocephalus,,
01A31558,Island,NA,9062012,64.5,50,19.74,13.5,Chlorocephalus,,
01A31581,Island,NA,10062012,64.5,49,19.74,12.5,Chlorocephalus,,
01A31640,Island,NA,12062012,65,51,19.72,13.5,Chlorocephalus,,
01A31526,Island,NA,8062012,65.5,50,19.72,13.2,Chlorocephalus,,
2746556,Island,NA,17062023,63,49,19.7,23,Chlorocephalus,,
2772686,Island,NA,2072024,64,49,19.7,18,Chlorocephalus,,
2772674,Island,NA,30062024,65,51,19.7,17.5,Chlorocephalus,,
2746608,Island,NA,18062023,66,51,19.7,17,Chlorocephalus,,
2772581,Island,NA,23062024,65,50,19.7,16.9,Chlorocephalus,,
2772639,Island,NA,26062024,66,48,19.7,16.3,Chlorocephalus,,
2746451,Island,NA,21062022,65,51,19.7,16,Chlorocephalus,,
2746635,Island,NA,20062023,65,49,19.7,16,Chlorocephalus,,
02727987,Island,NA,9042019,64,49,19.7,16,Chlorocephalus,,
2772555,Island,NA,22062024,63,47,19.7,16,Chlorocephalus,,
2772678,Island,NA,1072024,64,51,19.7,15.8,Chlorocephalus,,
02710116,Island,NA,18062015,64,51,19.7,15.5,Chlorocephalus,,
2728117,Island,NA,43639,63,51,19.7,15.5,Chlorocephalus,,
02727996,Island,NA,10042019,64,50,19.7,15.5,Chlorocephalus,,
2772585,Island,NA,23062024,64,51,19.7,15.2,Chlorocephalus,,
2772660,Island,NA,30062024,64,48,19.7,15.1,Chlorocephalus,,
02700512,Island,NA,29032013,61.5,NA,19.7,15,Chlorocephalus,,
02656442,Island,NA,12062015,67,53,19.7,15,Chlorocephalus,,
02656450,Island,NA,13062015,65,52,19.7,15,Chlorocephalus,,
2728192,Island,NA,23042022,65,51.5,19.7,15,Chlorocephalus,,
02727824,Island,NA,42910,68,51,19.7,15,Chlorocephalus,,
02728052,Island,NA,11042019,64,51,19.7,15,Chlorocephalus,,
2746536,Island,NA,17062023,66,50,19.7,15,Chlorocephalus,,
02656323,Island,NA,05052013,61.5,49,19.7,15,Chlorocephalus,,
2728093,Island,NA,43636,64,47,19.7,15,Chlorocephalus,,
2772547,Island,NA,22062024,65,51,19.7,14.5,Chlorocephalus,,
02578801,Island,NA,04102016,64,50,19.7,14.5,Chlorocephalus,,
2746699,Island,NA,26062023,65,49,19.7,14.5,Chlorocephalus,,
02641282,Island,NA,6042019,63.5,48.5,19.7,14.5,Chlorocephalus,,
2746524,Island,NA,16062023,61,48,19.7,14.5,Chlorocephalus,,
02641232,Island,NA,5042019,62,47,19.7,14.5,Chlorocephalus,,
2772520,Island,NA,21062024,64,47,19.7,14.3,Chlorocephalus,,
2772567,Island,NA,23062024,65,49,19.7,14.1,Chlorocephalus,,
02641240,Island,NA,5042019,65,53,19.7,14,Chlorocephalus,,
02727938,Island,NA,8042019,66,51.5,19.7,14,Chlorocephalus,,
02727912,Island,NA,7042019,64.5,50.5,19.7,14,Chlorocephalus,,
2746534,Island,NA,17062023,65,50,19.7,14,Chlorocephalus,,
2746413,Island,NA,26042002,64,50,19.7,14,Chlorocephalus,,
2728277,Island,NA,25042022,63,50,19.7,14,Chlorocephalus,,
02727900,Island,NA,7042019,63,50,19.7,14,Chlorocephalus,,
02656322,Island,NA,05052013,63,50,19.7,14,Chlorocephalus,,
02710135,Island,NA,08102015,64,49,19.7,14,Chlorocephalus,,
2746469,Island,NA,24062022,64,49,19.7,14,Chlorocephalus,,
02585660,Island,NA,5042019,63,49,19.7,14,Chlorocephalus,,
2746673,Island,NA,23062023,63,48,19.7,14,Chlorocephalus,,
2746668,Island,NA,23062023,63,48,19.7,14,Chlorocephalus,,
2746504,Island,NA,16062023,63,47,19.7,14,Chlorocephalus,,
02641218,Island,NA,06122016,60.5,46.5,19.7,14,Chlorocephalus,,
02700516,Island,NA,29032013,64,50,19.7,13.75,Chlorocephalus,,
02710143,Island,NA,16102015,65,51,19.7,13.5,Chlorocephalus,,
02728044,Island,NA,11042019,63.5,51,19.7,13.5,Chlorocephalus,,
2728080,Island,NA,43633,65,50,19.7,13.5,Chlorocephalus,,
2728158,Island,NA,22042022,60.5,50,19.7,13.5,Chlorocephalus,,
02656397,Island,NA,20072014,66,49,19.7,13.5,Chlorocephalus,,
2728283,Island,NA,25042022,64.5,49,19.7,13.5,Chlorocephalus,,
02656385,Island,NA,20072014,64,49,19.7,13.5,Chlorocephalus,,
2728131,Island,NA,21042022,63.5,48.5,19.7,13.5,Chlorocephalus,,
02710113,Island,NA,18062015,63,48,19.7,13.5,Chlorocephalus,,
2746473,Island,NA,24062022,61,47,19.7,13.5,Chlorocephalus,,
02710207,Island,NA,25062016,62,47,19.7,13.3,Chlorocephalus,,
02727815,Island,NA,42909,66,49,19.7,13.2,Chlorocephalus,,
02578883,Island,NA,23112016,67,51,19.7,13,Chlorocephalus,,
2728235,Island,NA,24042022,64,50,19.7,13,Chlorocephalus,,
2728249,Island,NA,24042022,60,49,19.7,13,Chlorocephalus,,
02585648,Island,NA,5042019,61,48,19.7,13,Chlorocephalus,,
2728153,Island,NA,21042022,62.5,47,19.7,13,Chlorocephalus,,
01A31656,Island,NA,12062012,62,47,19.7,13,Chlorocephalus,,
02656417,Island,NA,29072014,62,47,19.7,13,Chlorocephalus,,
02710196,Island,NA,25062016,63,49,19.7,12.9,Chlorocephalus,,
02710199,Island,NA,25062016,63,47,19.7,12.8,Chlorocephalus,,
02710274,Island,NA,29062016,62,51,19.7,12.7,Chlorocephalus,,
02710187,Island,NA,25062016,66,51,19.7,12.5,Chlorocephalus,,
02641294,Island,NA,6042019,63.5,50,19.7,12.5,Chlorocephalus,,
02656426,Island,NA,12062015,62.5,50,19.7,12.5,Chlorocephalus,,
02700630,Island,NA,20072014,63,49,19.7,12.5,Chlorocephalus,,
2746527,Island,NA,17062023,64,47,19.7,12.5,Chlorocephalus,,
02710217,Island,NA,25062016,61,49,19.7,12.4,Chlorocephalus,,
02700645,Island,NA,21072014,64,46,19.7,12,Chlorocephalus,,
2728195,Island,NA,23042022,61,45.5,19.7,12,Chlorocephalus,,
01A31648,Island,NA,12062012,64,47,19.7,11.5,Chlorocephalus,,
2746491,Island,NA,16062023,62,48,19.7,11,Chlorocephalus,,
01A31522,Island,NA,8062012,62,47.5,19.7,11,Chlorocephalus,,
01A31635,Island,NA,11062012,64.5,46.5,19.68,13,Chlorocephalus,,
01A31637,Island,NA,11062012,65.5,50,19.66,12,Chlorocephalus,,
01A31597,Island,NA,10062012,65,49,19.62,13,Chlorocephalus,,
2772541,Island,NA,22062024,64,49,19.6,17.8,Chlorocephalus,,
2772531,Island,NA,22062024,63,49,19.6,17.7,Chlorocephalus,,
2772559,Island,NA,23062024,64,50,19.6,17.5,Chlorocephalus,,
02710128,Island,NA,22062015,62,49,19.6,17,Chlorocephalus,,
2772620,Island,NA,24062024,66,49,19.6,16.9,Chlorocephalus,,
2746523,Island,NA,16062023,64,49,19.6,16.5,Chlorocephalus,,
02710138,Island,NA,11102015,64,55,19.6,16,Chlorocephalus,,
02641225,Island,NA,06122016,66,51.5,19.6,16,Chlorocephalus,,
01A31553,Island,NA,9062012,66.5,51,19.6,16,Chlorocephalus,,
2728091,Island,NA,43636,65,50,19.6,16,Chlorocephalus,,
2746586,Island,NA,18062023,63,49,19.6,16,Chlorocephalus,,
2772632,Island,NA,26062024,63,49,19.6,15.8,Chlorocephalus,,
2772586,Island,NA,23062024,63,49,19.6,15.6,Chlorocephalus,,
2772602,Island,NA,24062024,64,51,19.6,15.3,Chlorocephalus,,
2772589,Island,NA,23062024,66,49,19.6,15.3,Chlorocephalus,,
2772675,Island,NA,30062024,66,49,19.6,15.2,Chlorocephalus,,
2772671,Island,NA,30062024,65,49,19.6,15.2,Chlorocephalus,,
2772530,Island,NA,22062024,64,49,19.6,15.2,Chlorocephalus,,
2746632,Island,NA,20062023,62,51,19.6,15,Chlorocephalus,,
02578809,Island,NA,05102016,66,50,19.6,15,Chlorocephalus,,
02585643,Island,NA,5042019,63,50,19.6,15,Chlorocephalus,,
02727895,Island,NA,6042019,62.5,50,19.6,15,Chlorocephalus,,
2746563,Island,NA,17062023,64,49,19.6,15,Chlorocephalus,,
2746464,Island,NA,24062022,65,48,19.6,15,Chlorocephalus,,
2746516,Island,NA,16062023,64,47,19.6,15,Chlorocephalus,,
2772546,Island,NA,22062024,67,53,19.6,14.6,Chlorocephalus,,
2772630,Island,NA,25062024,63,46,19.6,14.6,Chlorocephalus,,
02585647,Island,NA,5042019,65,52,19.6,14.5,Chlorocephalus,,
02656229,Island,NA,02042013,63.5,48,19.6,14.5,Chlorocephalus,,
02728064,Island,NA,12042019,6.5,48,19.6,14.5,Chlorocephalus,,
2772608,Island,NA,24062024,63,48,19.6,14.3,Chlorocephalus,,
2772554,Island,NA,22062024,65,50,19.6,14.2,Chlorocephalus,,
01A31531,Island,NA,8062012,65,52,19.6,14,Chlorocephalus,,
02727948,Island,NA,8042019,64,51,19.6,14,Chlorocephalus,,
02728070,Island,NA,13042019,65,50,19.6,14,Chlorocephalus,,
02585654,Island,NA,5042019,64,50,19.6,14,Chlorocephalus,,
02656272,Island,NA,03042013,61.5,50,19.6,14,Chlorocephalus,,
2746497,Island,NA,16062023,64,49,19.6,14,Chlorocephalus,,
02656224,Island,NA,02042013,64,49,19.6,14,Chlorocephalus,,
02656259,Island,NA,03042013,63,49,19.6,14,Chlorocephalus,,
02727947,Island,NA,8042019,61.5,49,19.6,14,Chlorocephalus,,
02656375,Island,NA,19072014,62.5,48,19.6,14,Chlorocephalus,,
02710206,Island,NA,25062016,65,49,19.6,13.9,Chlorocephalus,,
2772646,Island,NA,29062024,63,49,19.6,13.8,Chlorocephalus,,
02710256,Island,NA,28062016,62,48,19.6,13.8,Chlorocephalus,,
02710186,Island,NA,25062016,64,53,19.6,13.6,Chlorocephalus,,
02727978,Island,NA,9042019,64.5,53,19.6,13.5,Chlorocephalus,,
02710125,Island,NA,22062015,65,51.5,19.6,13.5,Chlorocephalus,,
2728198,Island,NA,23042022,63.5,51,19.6,13.5,Chlorocephalus,,
02656265,Island,NA,03042013,64.5,50,19.6,13.5,Chlorocephalus,,
2746514,Island,NA,16062023,63,50,19.6,13.5,Chlorocephalus,,
02727959,Island,NA,8042019,62.5,50,19.6,13.5,Chlorocephalus,,
2728290,Island,NA,25042022,63,49,19.6,13.5,Chlorocephalus,,
2728147,Island,NA,21042022,61,49,19.6,13.5,Chlorocephalus,,
02641297,Island,NA,6042019,61,49,19.6,13.5,Chlorocephalus,,
2728270,Island,NA,25042022,62,48.5,19.6,13.5,Chlorocephalus,,
2728101,Island,NA,43636,63,48,19.6,13.5,Chlorocephalus,,
02727805,Island,NA,42909,63,46,19.6,13.4,Chlorocephalus,,
02710229,Island,NA,26062016,64,47,19.6,13.2,Chlorocephalus,,
02710275,Island,NA,29062016,63,51,19.6,13.1,Chlorocephalus,,
02656474,Island,NA,13062015,64.5,52,19.6,13,Chlorocephalus,,
2746617,Island,NA,19062023,66,51,19.6,13,Chlorocephalus,,
02585674,Island,NA,5042019,62,51,19.6,13,Chlorocephalus,,
02700642,Island,NA,21072014,64,50,19.6,13,Chlorocephalus,,
02728047,Island,NA,11042019,63.5,50,19.6,13,Chlorocephalus,,
02727916,Island,NA,7042019,63,50,19.6,13,Chlorocephalus,,
02728058,Island,NA,12042019,64,48,19.6,13,Chlorocephalus,,
02700585,Island,NA,31032013,61.5,46,19.6,13,Chlorocephalus,,
02710280,Island,NA,30062016,64,49,19.6,12.7,Chlorocephalus,,
02710243,Island,NA,27062016,63,48,19.6,12.7,Chlorocephalus,,
02710267,Island,NA,28062016,63,46,19.6,12.6,Chlorocephalus,,
02578891,Island,NA,23112016,65,51,19.6,12.5,Chlorocephalus,,
02710252,Island,NA,27062016,62,47,19.6,12.4,Chlorocephalus,,
02656456,Island,NA,13062015,65,50,19.6,12,Chlorocephalus,,
02656394,Island,NA,20072014,62.5,50,19.6,12,Chlorocephalus,,
02585676,Island,NA,5042019,62.5,49,19.6,12,Chlorocephalus,,
2746449,Island,NA,21062022,64,48,19.6,12,Chlorocephalus,,
2746531,Island,NA,17062023,63,48,19.6,12,Chlorocephalus,,
02700641,Island,NA,21072014,64,47.5,19.6,12,Chlorocephalus,,
02656356,Island,NA,19072014,59.5,47,19.6,12,Chlorocephalus,,
02727881,Island,NA,42922,62,47,19.6,11.7,Chlorocephalus,,
01A31639,Island,NA,12062012,64.5,50,19.6,11.5,Chlorocephalus,,
02700649,Island,NA,22072014,63.5,50,19.6,11.5,Chlorocephalus,,
01A31600,Island,NA,10062012,63,47,19.6,11.5,Chlorocephalus,,
02656359,Island,NA,19072014,62,46,19.6,11.5,Chlorocephalus,,
02710237,Island,NA,26062016,65,49,19.6,11.1,Chlorocephalus,,
02710197,Island,NA,25062016,62,47,19.6,10.8,Chlorocephalus,,
01A31591,Island,NA,10062012,63.5,47.5,19.58,16.5,Chlorocephalus,,
01A31663,Island,NA,13062012,65,49,19.58,13.5,Chlorocephalus,,
02672125,Island,NA,14062012,66,49,19.56,13,Chlorocephalus,,
01A31585,Island,NA,10062012,62.5,46,19.56,13,Chlorocephalus,,
02672113,Island,NA,13062012,62,48,19.56,12.5,Chlorocephalus,,
01A31562,Island,NA,9062012,64,49.5,19.56,12,Chlorocephalus,,
01A31555,Island,NA,9062012,63,49,19.54,12.5,Chlorocephalus,,
02672134,Island,NA,14062012,63,47,19.52,15.5,Chlorocephalus,,
02656428,Island,NA,12062015,63,59,19.5,NA,Chlorocephalus,,
2728294,Island,NA,25042022,63.5,49.5,19.5,NA,Chlorocephalus,,
2772561,Island,NA,23062024,63,48,19.5,17.5,Chlorocephalus,,
2772684,Island,NA,2072024,66,51,19.5,16.5,Chlorocephalus,,
2772701,Island,NA,2072024,66,51,19.5,16.5,Chlorocephalus,,
2772591,Island,NA,23062024,62,51,19.5,16.5,Chlorocephalus,,
02656246,Island,NA,02042013,65,49,19.5,16.5,Chlorocephalus,,
2772628,Island,NA,25062024,64,50,19.5,16.4,Chlorocephalus,,
2772529,Island,NA,22062024,65,49,19.5,16.2,Chlorocephalus,,
2772661,Island,NA,30062024,65,50,19.5,16.1,Chlorocephalus,,
2772578,Island,NA,23062024,60,53,19.5,15.6,Chlorocephalus,,
02710112,Island,NA,18062015,64,50,19.5,15.5,Chlorocephalus,,
2746636,Island,NA,20062023,64,49,19.5,15.5,Chlorocephalus,,
2728107,Island,NA,43636,64,49,19.5,15.5,Chlorocephalus,,
2746694,Island,NA,25062023,63,49,19.5,15.5,Chlorocephalus,,
2772640,Island,NA,28062024,63,48,19.5,15.4,Chlorocephalus,,
2728088,Island,NA,43635,67,51,19.5,15,Chlorocephalus,,
02585667,Island,NA,5042019,65,51,19.5,15,Chlorocephalus,,
2746567,Island,NA,17062023,65,51,19.5,15,Chlorocephalus,,
02710129,Island,NA,22062015,64.5,50,19.5,15,Chlorocephalus,,
02656415,Island,NA,28072014,64,50,19.5,15,Chlorocephalus,,
2746544,Island,NA,17062023,64,50,19.5,15,Chlorocephalus,,
2746545,Island,NA,17062023,63,50,19.5,15,Chlorocephalus,,
2746498,Island,NA,16062023,65,49,19.5,15,Chlorocephalus,,
02656249,Island,NA,02042013,65,49,19.5,15,Chlorocephalus,,
2746549,Island,NA,17062023,65,49,19.5,15,Chlorocephalus,,
02727829,Island,NA,42910,63,49,19.5,14.8,Chlorocephalus,,
2772665,Island,NA,30062024,64,48,19.5,14.7,Chlorocephalus,,
02656325,Island,NA,05052013,64,NA,19.5,14.5,Chlorocephalus,,
02727921,Island,NA,7042019,65,52.5,19.5,14.5,Chlorocephalus,,
2728242,Island,NA,24042022,64.5,52,19.5,14.5,Chlorocephalus,,
02700583,Island,NA,31032013,64,52,19.5,14.5,Chlorocephalus,,
2728139,Island,NA,21042022,64.5,51,19.5,14.5,Chlorocephalus,,
02727990,Island,NA,9042019,64,51,19.5,14.5,Chlorocephalus,,
2728208,Island,NA,23042022,64,51,19.5,14.5,Chlorocephalus,,
2728217,Island,NA,23042022,64,51,19.5,14.5,Chlorocephalus,,
02656416,Island,NA,29072014,63,50,19.5,14.5,Chlorocephalus,,
2728085,Island,NA,43634,65,49,19.5,14.5,Chlorocephalus,,
02727859,Island,NA,42919,63,49,19.5,14.5,Chlorocephalus,,
2772537,Island,NA,22062024,65,48,19.5,14.5,Chlorocephalus,,
02700586,Island,NA,31032013,64,48,19.5,14.5,Chlorocephalus,,
2728185,Island,NA,22042022,62.5,48,19.5,14.5,Chlorocephalus,,
02700663,Island,NA,23072014,62,48,19.5,14.5,Chlorocephalus,,
02710271,Island,NA,29062016,64,50,19.5,14.3,Chlorocephalus,,
2772553,Island,NA,22062024,65,49,19.5,14.1,Chlorocephalus,,
2728285,Island,NA,25042022,61,NA,19.5,14,Chlorocephalus,,
02728055,Island,NA,12042019,65.5,52,19.5,14,Chlorocephalus,,
02585636,Island,NA,4042019,62.5,52,19.5,14,Chlorocephalus,,
