Band Number,Mainland.or.Island,Retrap,Date,Wing,Tail,Tarsus,Weight,Ssp,,
02641248,Island,NA,5042019,61,48,19.2,15,Chlorocephalus,,
02727963,Island,NA,8042019,61.5,46,19.2,15,Chlorocephalus,,
2772527,Island,NA,22062024,64,50,19.2,14.9,Chlorocephalus,,
2772508,Island,NA,21062024,63,50,19.2,14.8,Chlorocephalus,,
2772654,Island,NA,29062024,64,49,19.2,14.8,Chlorocephalus,,
2772699,Island,NA,2072024,63,51,19.2,14.6,Chlorocephalus,,
2772617,Island,NA,24062024,65,49,19.2,14.6,Chlorocephalus,,
02641249,Island,NA,5042019,64,52,19.2,14.5,Chlorocephalus,,
2728257,Island,NA,25042022,64,52,19.2,14.5,Chlorocephalus,,
2746572,Island,NA,18062023,66,51,19.2,14.5,Chlorocephalus,,
02578804,Island,NA,04102016,63.5,49.5,19.2,14.5,Chlorocephalus,,
2746621,Island,NA,19062023,65,49,19.2,14.5,Chlorocephalus,,
02727902,Island,NA,7042019,63.5,49,19.2,14.5,Chlorocephalus,,
02710118,Island,NA,18062015,62.5,49,19.2,14.5,Chlorocephalus,,
02728077,Island,NA,13042019,62.5,49,19.2,14.5,Chlorocephalus,,
02700518,Island,NA,29032013,66,48,19.2,14.5,Chlorocephalus,,
2746584,Island,NA,18062023,63,48,19.2,14.5,Chlorocephalus,,
2772612,Island,NA,24062024,63,48,19.2,14.5,Chlorocephalus,,
2746513,Island,NA,16062023,63,48,19.2,14.5,Chlorocephalus,,
2746598,Island,NA,18062023,63,48,19.2,14.5,Chlorocephalus,,
02585694,Island,NA,5042019,64,47,19.2,14.5,Chlorocephalus,,
2746629,Island,NA,20062023,60,46,19.2,14.5,Chlorocephalus,,
2772623,Island,NA,25062024,64,49,19.2,14.4,Chlorocephalus,,
02710263,Island,NA,28062016,66,51,19.2,14.1,Chlorocephalus,,
02727871,Island,NA,42921,65,50,19.2,14.1,Chlorocephalus,,
2746431,Island,NA,21062022,68,52,19.2,14,Chlorocephalus,,
02700533,Island,NA,30032013,66,51,19.2,14,Chlorocephalus,,
02656483,Island,NA,14062015,63.5,50,19.2,14,Chlorocephalus,,
2728161,Island,NA,22042022,63.5,50,19.2,14,Chlorocephalus,,
02656430,Island,NA,12062015,61.5,50,19.2,14,Chlorocephalus,,
2728288,Island,NA,25042022,61,50,19.2,14,Chlorocephalus,,
02728079,Island,NA,13042019,64,49,19.2,14,Chlorocephalus,,
02656476,Island,NA,13062015,63,49,19.2,14,Chlorocephalus,,
2746505,Island,NA,16062023,63,49,19.2,14,Chlorocephalus,,
02700679,Island,NA,24072014,62,49,19.2,14,Chlorocephalus,,
2746443,Island,NA,21062022,62,49,19.2,14,Chlorocephalus,,
01A31524,Island,NA,8062012,64,48.5,19.2,14,Chlorocephalus,,
02728063,Island,NA,12042019,64,48,19.2,14,Chlorocephalus,,
2746650,Island,NA,21062023,64,48,19.2,14,Chlorocephalus,,
02700502,Island,NA,29032013,64,48,19.2,14,Chlorocephalus,,
2746424,Island,NA,26042002,63,48,19.2,14,Chlorocephalus,,
2728121,Island,NA,21042022,59.5,48,19.2,14,Chlorocephalus,,
02656271,Island,NA,03042013,64,47,19.2,14,Chlorocephalus,,
02700575,Island,NA,31032013,63,47,19.2,14,Chlorocephalus,,
2728111,Island,NA,43637,64,46,19.2,14,Chlorocephalus,,
2746613,Island,NA,19062023,61,46,19.2,14,Chlorocephalus,,
02700594,Island,NA,01042013,62.5,45,19.2,14,Chlorocephalus,,
2772569,Island,NA,23062024,63,47,19.2,13.9,Chlorocephalus,,
2772676,Island,NA,1072024,62,46,19.2,13.8,Chlorocephalus,,
02585681,Island,NA,5042019,65,53,19.2,13.5,Chlorocephalus,,
2728126,Island,NA,21042022,63,52.5,19.2,13.5,Chlorocephalus,,
2728274,Island,NA,25042022,64,52,19.2,13.5,Chlorocephalus,,
02727940,Island,NA,8042019,64,52,19.2,13.5,Chlorocephalus,,
02578803,Island,NA,04102016,66,51,19.2,13.5,Chlorocephalus,,
02656461,Island,NA,13062015,65,51,19.2,13.5,Chlorocephalus,,
2728276,Island,NA,25042022,64,51,19.2,13.5,Chlorocephalus,,
2728165,Island,NA,22042022,64,51,19.2,13.5,Chlorocephalus,,
2746408,Island,NA,26042002,62,51,19.2,13.5,Chlorocephalus,,
2728218,Island,NA,23042022,64,50,19.2,13.5,Chlorocephalus,,
2728240,Island,NA,24042022,64,50,19.2,13.5,Chlorocephalus,,
02727854,Island,NA,42919,64,49,19.2,13.5,Chlorocephalus,,
2746667,Island,NA,22062023,63,49,19.2,13.5,Chlorocephalus,,
2746496,Island,NA,16062023,64,48,19.2,13.5,Chlorocephalus,,
02641280,Island,NA,6042019,62,48,19.2,13.5,Chlorocephalus,,
02641259,Island,NA,6042019,61,48,19.2,13.5,Chlorocephalus,,
02656311,Island,NA,04052013,58.5,45,19.2,13.5,Chlorocephalus,,
02641255,Island,NA,6042019,62,44,19.2,13.5,Chlorocephalus,,
02710276,Island,NA,29062016,63,49,19.2,13.3,Chlorocephalus,,
02727869,Island,NA,42921,65,48,19.2,13.3,Chlorocephalus,,
02710228,Island,NA,26062016,64,49,19.2,13.1,Chlorocephalus,,
02656350,Island,NA,19072014,66,52,19.2,13,Chlorocephalus,,
02728072,Island,NA,13042019,65,52,19.2,13,Chlorocephalus,,
02578887,Island,NA,23112016,64,52,19.2,13,Chlorocephalus,,
02656458,Island,NA,13062015,66,51,19.2,13,Chlorocephalus,,
02710296,Island,NA,04102016,64,51,19.2,13,Chlorocephalus,,
2728278,Island,NA,25042022,62.5,51,19.2,13,Chlorocephalus,,
2746401,Island,NA,25042022,65,50,19.2,13,Chlorocephalus,,
2728207,Island,NA,23042022,63,50,19.2,13,Chlorocephalus,,
02727984,Island,NA,9042019,63.5,49.5,19.2,13,Chlorocephalus,,
02727852,Island,NA,42919,65,49,19.2,13,Chlorocephalus,,
2746579,Island,NA,18062023,64,49,19.2,13,Chlorocephalus,,
02585612,Island,NA,4042019,63.5,49,19.2,13,Chlorocephalus,,
02728046,Island,NA,11042019,63,49,19.2,13,Chlorocephalus,,
02656440,Island,NA,12062015,62.5,49,19.2,13,Chlorocephalus,,
2728097,Island,NA,43636,62,49,19.2,13,Chlorocephalus,,
02710247,Island,NA,27062016,64,48,19.2,13,Chlorocephalus,,
2728202,Island,NA,23042022,63,48,19.2,13,Chlorocephalus,,
02710110,Island,NA,17062015,62,48,19.2,13,Chlorocephalus,,
02700546,Island,NA,30032013,61.5,48,19.2,13,Chlorocephalus,,
02656268,Island,NA,03042013,61.5,47,19.2,13,Chlorocephalus,,
2772525,Island,NA,22062024,61,47,19.2,13,Chlorocephalus,,
2728289,Island,NA,25042022,60.5,47,19.2,13,Chlorocephalus,,
2728141,Island,NA,21042022,61,46,19.2,13,Chlorocephalus,,
02710203,Island,NA,25062016,63,48,19.2,12.8,Chlorocephalus,,
02710210,Island,NA,25062016,63,46,19.2,12.8,Chlorocephalus,,
02727857,Island,NA,42919,63,48,19.2,12.7,Chlorocephalus,,
2728170,Island,NA,22042022,5,52,19.2,12.5,Chlorocephalus,,
02656211,Island,NA,01042013,62.5,48,19.2,12.5,Chlorocephalus,,
02641238,Island,NA,5042019,62.5,48,19.2,12.5,Chlorocephalus,,
02585630,Island,NA,4042019,60,48,19.2,12.5,Chlorocephalus,,
02672108,Island,NA,13062012,63,47,19.2,12.5,Chlorocephalus,,
02710230,Island,NA,26062016,64,48,19.2,12.3,Chlorocephalus,,
02710248,Island,NA,27062016,64,51,19.2,12.1,Chlorocephalus,,
02672138,Island,NA,15062012,63,NA,19.2,12,Chlorocephalus,,
2746421,Island,NA,26042002,63.5,50,19.2,12,Chlorocephalus,,
2746600,Island,NA,18062023,64,49,19.2,12,Chlorocephalus,,
02656438,Island,NA,12062015,63,49,19.2,12,Chlorocephalus,,
02656210,Island,NA,01042013,63,49,19.2,12,Chlorocephalus,,
02656380,Island,NA,20072014,62.5,49,19.2,12,Chlorocephalus,,
02656386,Island,NA,20072014,64,48,19.2,12,Chlorocephalus,,
02656423,Island,NA,12062015,64.4,44,19.2,12,Chlorocephalus,,
02710214,Island,NA,25062016,65,51,19.2,11.7,Chlorocephalus,,
02710208,Island,NA,25062016,64,50,19.2,11.7,Chlorocephalus,,
02656233,Island,NA,02042013,62,47,19.2,11.5,Chlorocephalus,,
02710234,Island,NA,26062016,61,45,19.2,11.4,Chlorocephalus,,
02656403,Island,NA,26072014,64.5,51,19.2,11,Chlorocephalus,,
02700662,Island,NA,23072014,62,46,19.2,10.5,Chlorocephalus,,
2746492,Island,NA,16062023,64,47,19.2,10,Chlorocephalus,,
01A31577,Island,NA,10062012,64.5,48,19.18,12,Chlorocephalus,,
01A31536,Island,NA,9062012,62.5,47,19.16,12,Chlorocephalus,,
01A31579,Island,NA,10062012,64.5,49,19.16,9,Chlorocephalus,,
01A31523,Island,NA,8062012,64.5,48,19.14,15.5,Chlorocephalus,,
01A31624,Island,NA,11062012,64,49,19.14,13,Chlorocephalus,,
01A31570,Island,NA,10062012,62.5,48,19.14,12,Chlorocephalus,,
02672142,Island,NA,15062012,65.5,49.5,19.12,13.5,Chlorocephalus,,
02672152,Island,NA,15062012,64,49,19.12,13,Chlorocephalus,,
2728212,Island,NA,23042022,65.5,52,19.1,NA,Chlorocephalus,,
02727846,Island,NA,42916,62,47,19.1,NA,Chlorocephalus,,
02728074,Island,NA,13042019,64.5,51,19.1,16.5,Chlorocephalus,,
2746681,Island,NA,24062023,64,49,19.1,16.5,Chlorocephalus,,
2746647,Island,NA,20062023,64,49,19.1,16.5,Chlorocephalus,,
2772666,Island,NA,30062024,64,49,19.1,16.5,Chlorocephalus,,
2772657,Island,NA,29062024,62,49,19.1,16.2,Chlorocephalus,,
2728090,Island,NA,43635,63,47,19.1,16,Chlorocephalus,,
2772673,Island,NA,30062024,63,48,19.1,15.9,Chlorocephalus,,
02641286,Island,NA,6042019,65.5,50,19.1,15.5,Chlorocephalus,,
02656357,Island,NA,19072014,64,49.5,19.1,15.5,Chlorocephalus,,
2746612,Island,NA,19062023,65,49,19.1,15.5,Chlorocephalus,,
2728102,Island,NA,43636,63,48,19.1,15.5,Chlorocephalus,,
02656206,Island,NA,01042013,62,47,19.1,15.5,Chlorocephalus,,
2772689,Island,NA,2072024,63,46,19.1,15.3,Chlorocephalus,,
2772558,Island,NA,23062024,63,51,19.1,15.2,Chlorocephalus,,
2772588,Island,NA,23062024,65,49,19.1,15.2,Chlorocephalus,,
02710277,Island,NA,29062016,64,49,19.1,15.1,Chlorocephalus,,
02641251,Island,NA,5042019,64.5,51,19.1,15,Chlorocephalus,,
2772615,Island,NA,24062024,66,50,19.1,15,Chlorocephalus,,
2746672,Island,NA,23062023,65,50,19.1,15,Chlorocephalus,,
02710126,Island,NA,22062015,63,49.5,19.1,15,Chlorocephalus,,
2746614,Island,NA,19062023,65,49,19.1,15,Chlorocephalus,,
02585632,Island,NA,4042019,64,49,19.1,15,Chlorocephalus,,
2728096,Island,NA,43636,63,49,19.1,15,Chlorocephalus,,
2746552,Island,NA,17062023,63,49,19.1,15,Chlorocephalus,,
02656276,Island,NA,03042013,63,49,19.1,15,Chlorocephalus,,
02656321,Island,NA,05052013,63.5,48,19.1,15,Chlorocephalus,,
2772598,Island,NA,23062024,63,48,19.1,15,Chlorocephalus,,
2746422,Island,NA,26042002,62,46.5,19.1,15,Chlorocephalus,,
2772631,Island,NA,25062024,64,50,19.1,14.9,Chlorocephalus,,
2772584,Island,NA,23062024,62,48,19.1,14.8,Chlorocephalus,,
02727802,Island,NA,42909,62,46,19.1,14.7,Chlorocephalus,,
2772577,Island,NA,23062024,66,51,19.1,14.6,Chlorocephalus,,
02728053,Island,NA,12042019,64,50,19.1,14.5,Chlorocephalus,,
02641285,Island,NA,6042019,65,49.5,19.1,14.5,Chlorocephalus,,
2746558,Island,NA,17062023,65,49,19.1,14.5,Chlorocephalus,,
02727830,Island,NA,42910,62,49,19.1,14.5,Chlorocephalus,,
02641220,Island,NA,06122016,63,48,19.1,14.5,Chlorocephalus,,
2772653,Island,NA,29062024,63,48,19.1,14.5,Chlorocephalus,,
02710117,Island,NA,18062015,62.5,48,19.1,14.5,Chlorocephalus,,
02656373,Island,NA,19072014,64,47,19.1,14.5,Chlorocephalus,,
02672110,Island,NA,13062012,63.5,47,19.1,14.5,Chlorocephalus,,
02727837,Island,NA,42912,63,48,19.1,14.3,Chlorocephalus,,
2728176,Island,NA,22042022,64,52,19.1,14,Chlorocephalus,,
2746519,Island,NA,16062023,64,52,19.1,14,Chlorocephalus,,
02700572,Island,NA,31032013,65.5,50,19.1,14,Chlorocephalus,,
2746693,Island,NA,25062023,65,50,19.1,14,Chlorocephalus,,
2728175,Island,NA,22042022,63.5,50,19.1,14,Chlorocephalus,,
02728037,Island,NA,10042019,63.5,50,19.1,14,Chlorocephalus,,
02710120,Island,NA,18062015,62.5,49,19.1,14,Chlorocephalus,,
2746634,Island,NA,20062023,63,48,19.1,14,Chlorocephalus,,
02728000,Island,NA,10042019,61.5,48,19.1,14,Chlorocephalus,,
2772572,Island,NA,23062024,61,48,19.1,14,Chlorocephalus,,
2728103,Island,NA,43636,64,47,19.1,14,Chlorocephalus,,
2746597,Island,NA,18062023,60,47,19.1,14,Chlorocephalus,,
2746548,Island,NA,17062023,61,45,19.1,14,Chlorocephalus,,
02710231,Island,NA,26062016,65,48,19.1,13.9,Chlorocephalus,,
2772611,Island,NA,24062024,59,47,19.1,13.9,Chlorocephalus,,
02710265,Island,NA,28062016,63,48,19.1,13.7,Chlorocephalus,,
2728245,Island,NA,24042022,66,53,19.1,13.5,Chlorocephalus,,
02641261,Island,NA,6042019,64,52.5,19.1,13.5,Chlorocephalus,,
02641289,Island,NA,6042019,65.5,52,19.1,13.5,Chlorocephalus,,
02632297,Island,NA,06122016,64.5,50,19.1,13.5,Chlorocephalus,,
2728232,Island,NA,24042022,63,50,19.1,13.5,Chlorocephalus,,
02585610,Island,NA,4042019,62.5,50,19.1,13.5,Chlorocephalus,,
2728172,Island,NA,22042022,60.5,50,19.1,13.5,Chlorocephalus,,
2746423,Island,NA,26042002,63.5,49,19.1,13.5,Chlorocephalus,,
02656497,Island,NA,16062015,62,49,19.1,13.5,Chlorocephalus,,
02656439,Island,NA,12062015,63.5,48,19.1,13.5,Chlorocephalus,,
2728203,Island,NA,23042022,63,48,19.1,13.5,Chlorocephalus,,
02727966,Island,NA,8042019,63,48,19.1,13.5,Chlorocephalus,,
02700590,Island,NA,01042013,62,48,19.1,13.5,Chlorocephalus,,
02641245,Island,NA,5042019,62,48,19.1,13.5,Chlorocephalus,,
02728060,Island,NA,12042019,62,48,19.1,13.5,Chlorocephalus,,
02700507,Island,NA,29032013,64,47,19.1,13.5,Chlorocephalus,,
02700523,Island,NA,30032013,63.5,47,19.1,13.5,Chlorocephalus,,
02656310,Island,NA,04052013,63,47,19.1,13.5,Chlorocephalus,,
02656221,Island,NA,02042013,61.5,47,19.1,13.5,Chlorocephalus,,
2728143,Island,NA,21042022,61,47,19.1,13.5,Chlorocephalus,,
02727806,Island,NA,42909,62,45,19.1,13.5,Chlorocephalus,,
02641241,Island,NA,5042019,60,45,19.1,13.5,Chlorocephalus,,
02710233,Island,NA,26062016,64,48,19.1,13.3,Chlorocephalus,,
02710209,Island,NA,25062016,63,49,19.1,13.2,Chlorocephalus,,
02727820,Island,NA,42910,63,49,19.1,13.2,Chlorocephalus,,
02710240,Island,NA,26062016,65,47,19.1,13.1,Chlorocephalus,,
02641234,Island,NA,5042019,59.5,NA,19.1,13,Chlorocephalus,,
02585649,Island,NA,5042019,64.5,52,19.1,13,Chlorocephalus,,
2746611,Island,NA,19062023,65,50,19.1,13,Chlorocephalus,,
02700643,Island,NA,21072014,64.5,50,19.1,13,Chlorocephalus,,
02727989,Island,NA,9042019,62,50,19.1,13,Chlorocephalus,,
2746454,Island,NA,22062022,65,49,19.1,13,Chlorocephalus,,
2746483,Island,NA,25062022,64,49,19.1,13,Chlorocephalus,,
2746445,Island,NA,21062022,64,49,19.1,13,Chlorocephalus,,
02710101,Island,NA,16062015,63,49,19.1,13,Chlorocephalus,,
02727958,Island,NA,8042019,63,48,19.1,13,Chlorocephalus,,
02641277,Island,NA,6042019,61,48,19.1,13,Chlorocephalus,,
02728076,Island,NA,13042019,64,47.5,19.1,13,Chlorocephalus,,
2728221,Island,NA,23042022,63,47,19.1,13,Chlorocephalus,,
01A31529,Island,NA,8062012,62,46,19.1,13,Chlorocephalus,,
02656479,Island,NA,13062015,64,51,19.1,12.5,Chlorocephalus,,
02700674,Island,NA,24072014,63.5,51,19.1,12.5,Chlorocephalus,,
02656371,Island,NA,19072014,66,50,19.1,12.5,Chlorocephalus,,
02656469,Island,NA,13062015,64,49,19.1,12.5,Chlorocephalus,,
2746482,Island,NA,25062022,64,48,19.1,12.5,Chlorocephalus,,
02700556,Island,NA,30032013,61,48,19.1,12.5,Chlorocephalus,,
02656214,Island,NA,01042013,61.5,47,19.1,12.5,Chlorocephalus,,
02656225,Island,NA,02042013,61,47,19.1,12.5,Chlorocephalus,,
02700637,Island,NA,21072014,61,46.5,19.1,12.5,Chlorocephalus,,
2728100,Island,NA,43636,63,46,19.1,12.5,Chlorocephalus,,
2728224,Island,NA,24042022,60,46,19.1,12.5,Chlorocephalus,,
02710190,Island,NA,25062016,67,52,19.1,12.4,Chlorocephalus,,
02710264,Island,NA,28062016,65,50,19.1,12.4,Chlorocephalus,,
02710279,Island,NA,29062016,65,50,19.1,12.3,Chlorocephalus,,
02727874,Island,NA,42921,62,48,19.1,12.3,Chlorocephalus,,
2772505,Island,NA,21062024,60,48,19.1,12.3,Chlorocephalus,,
02656462,Island,NA,13062015,64.5,50,19.1,12,Chlorocephalus,,
2746615,Island,NA,19062023,65,49,19.1,12,Chlorocephalus,,
02700651,Island,NA,22072014,61,48.5,19.1,12,Chlorocephalus,,
02700650,Island,NA,22072014,63,48,19.1,12,Chlorocephalus,,
02585664,Island,NA,5042019,62,47.5,19.1,12,Chlorocephalus,,
02656381,Island,NA,20072014,62,47.5,19.1,12,Chlorocephalus,,
02656360,Island,NA,19072014,61,47,19.1,12,Chlorocephalus,,
02656343,Island,NA,19072014,63,46,19.1,12,Chlorocephalus,,
02656391,Island,NA,20072014,61.5,45.5,19.1,12,Chlorocephalus,,
02710250,Island,NA,27062016,67,49,19.1,11.9,Chlorocephalus,,
2746475,Island,NA,25062022,65,50,19.1,11.5,Chlorocephalus,,
02656368,Island,NA,19072014,63,49,19.1,11,Chlorocephalus,,
01A31572,Island,NA,10062012,62.5,48,19.1,11,Chlorocephalus,,
01A31507,Island,NA,7062012,64.5,45,19.08,14,Chlorocephalus,,
01A31503,Island,NA,7062012,63,47,19.08,13.5,Chlorocephalus,,
01A31618,Island,NA,10062012,62.5,49,19.08,11.5,Chlorocephalus,,
01A31623,Island,NA,11062012,62,42.5,19.08,11.5,Chlorocephalus,,
01A31552,Island,NA,9062012,62,46,19.06,12.5,Chlorocephalus,,
01A31517,Island,NA,8062012,65,51,19.04,13,Chlorocephalus,,
01A31556,Island,NA,9062012,63,49,19.04,13,Chlorocephalus,,
02672147,Island,NA,15062012,63,49,19.02,15,Chlorocephalus,,
01A31651,Island,NA,12062012,63.5,50,19.02,14,Chlorocephalus,,
02672128,Island,NA,14062012,66,49,19.02,13.5,Chlorocephalus,,
02672129,Island,NA,14062012,62,46.5,19.02,10.8,Chlorocephalus,,
2772634,Island,NA,26062024,67,51,19,17.7,Chlorocephalus,,
2772601,Island,NA,24062024,64,51,19,17.6,Chlorocephalus,,
2772696,Island,NA,2072024,65,49,19,17.6,Chlorocephalus,,
2728118,Island,NA,43640,64,51,19,16,Chlorocephalus,,
02727936,Island,NA,7042019,63,50,19,16,Chlorocephalus,,
2772548,Island,NA,22062024,64,49,19,16,Chlorocephalus,,
2746651,Island,NA,21062023,63,49,19,16,Chlorocephalus,,
02727832,Island,NA,42912,64,48,19,15.7,Chlorocephalus,,
2772668,Island,NA,30062024,65,47,19,15.6,Chlorocephalus,,
02578807,Island,NA,05102016,65,50,19,15.5,Chlorocephalus,,
2746646,Island,NA,20062023,64,49,19,15.5,Chlorocephalus,,
2772624,Island,NA,25062024,66,49,19,15.2,Chlorocephalus,,
02727817,Island,NA,42909,65,NA,19,15.1,Chlorocephalus,,
2772669,Island,NA,30062024,61,48,19,15.1,Chlorocephalus,,
2728299,Island,NA,25042022,63.5,52,19,15,Chlorocephalus,,
02710291,Island,NA,04102016,65,51,19,15,Chlorocephalus,,
02728062,Island,NA,12042019,62,50.5,19,15,Chlorocephalus,,
02700591,Island,NA,01042013,65,50,19,15,Chlorocephalus,,
02710132,Island,NA,23062015,64,50,19,15,Chlorocephalus,,
02585644,Island,NA,5042019,64,50,19,15,Chlorocephalus,,
2746643,Island,NA,20062023,63,50,19,15,Chlorocephalus,,
2746618,Island,NA,19062023,64,49,19,15,Chlorocephalus,,
02656250,Island,NA,02042013,63,48,19,15,Chlorocephalus,,
2772627,Island,NA,25062024,63,49,19,14.8,Chlorocephalus,,
02700557,Island,NA,31032013,64.5,52,19,14.5,Chlorocephalus,,
2728219,Island,NA,23042022,63.5,51,19,14.5,Chlorocephalus,,
02641292,Island,NA,6042019,64,50,19,14.5,Chlorocephalus,,
02656266,Island,NA,03042013,62.5,50,19,14.5,Chlorocephalus,,
02585659,Island,NA,5042019,63,49,19,14.5,Chlorocephalus,,
02700501,Island,NA,29032013,66,48,19,14.5,Chlorocephalus,,
2746670,Island,NA,23062023,66,47,19,14.5,Chlorocephalus,,
2746695,Island,NA,25062023,63,47,19,14.5,Chlorocephalus,,
02700526,Island,NA,30032013,62.5,47,19,14.5,Chlorocephalus,,
02641290,Island,NA,6042019,61.5,47,19,14.5,Chlorocephalus,,
02700668,Island,NA,23072014,64,46,19,14.5,Chlorocephalus,,
02656227,Island,NA,02042013,64,45,19,14.5,Chlorocephalus,,
2772514,Island,NA,21062024,64,51,19,14.3,Chlorocephalus,,
02727816,Island,NA,42909,63,48,19,14.3,Chlorocephalus,,
2772594,Island,NA,23062024,61,48,19,14.3,Chlorocephalus,,
2772690,Island,NA,2072024,63,48,19,14.1,Chlorocephalus,,
02656480,Island,NA,14062015,66,51,19,14,Chlorocephalus,,
02656238,Island,NA,02042013,65.5,51,19,14,Chlorocephalus,,
02727961,Island,NA,8042019,64,51,19,14,Chlorocephalus,,
2728188,Island,NA,23042022,63,50.5,19,14,Chlorocephalus,,
02700542,Island,NA,30032013,65,50,19,14,Chlorocephalus,,
02656209,Island,NA,01042013,65,50,19,14,Chlorocephalus,,
02727950,Island,NA,8042019,64,50,19,14,Chlorocephalus,,
2746645,Island,NA,20062023,63,50,19,14,Chlorocephalus,,
02700652,Island,NA,22072014,63.5,49.5,19,14,Chlorocephalus,,
2728216,Island,NA,23042022,62.2,49.5,19,14,Chlorocephalus,,
02656441,Island,NA,12062015,65,49,19,14,Chlorocephalus,,
02727952,Island,NA,8042019,63.5,49,19,14,Chlorocephalus,,
02700561,Island,NA,31032013,63.5,49,19,14,Chlorocephalus,,
02727949,Island,NA,8042019,63,49,19,14,Chlorocephalus,,
02578806,Island,NA,05102016,62.5,49,19,14,Chlorocephalus,,
02728041,Island,NA,11042019,63,48,19,14,Chlorocephalus,,
02656352,Island,NA,19072014,62.5,48,19,14,Chlorocephalus,,
02656332,Island,NA,05052013,62,48,19,14,Chlorocephalus,,
02656267,Island,NA,03042013,63,47,19,14,Chlorocephalus,,
2746685,Island,NA,24062023,63,47,19,14,Chlorocephalus,,
02585652,Island,NA,5042019,62,47,19,14,Chlorocephalus,,
02656217,Island,NA,01042013,63,46,19,14,Chlorocephalus,,
02700513,Island,NA,29032013,61,46,19,14,Chlorocephalus,,
02727890,Island,NA,30102017,65,50,19,13.9,Chlorocephalus,,
02727841,Island,NA,42912,63,48,19,13.8,Chlorocephalus,,
02585631,Island,NA,4042019,61,NA,19,13.5,Chlorocephalus,,
02710297,Island,NA,04102016,63,52.5,19,13.5,Chlorocephalus,,
02727899,Island,NA,7042019,63,52,19,13.5,Chlorocephalus,,
02641257,Island,NA,6042019,65,51,19,13.5,Chlorocephalus,,
02641233,Island,NA,5042019,63.5,51,19,13.5,Chlorocephalus,,
2728222,Island,NA,24042022,62.5,51,19,13.5,Chlorocephalus,,
02727986,Island,NA,9042019,59,50.5,19,13.5,Chlorocephalus,,
2746588,Island,NA,18062023,64,50,19,13.5,Chlorocephalus,,
02656398,Island,NA,20072014,64,50,19,13.5,Chlorocephalus,,
02710106,Island,NA,17062015,64,49.5,19,13.5,Chlorocephalus,,
02641272,Island,NA,6042019,63.5,49.5,19,13.5,Chlorocephalus,,
2728148,Island,NA,21042022,62,49.5,19,13.5,Chlorocephalus,,
02700632,Island,NA,20072014,64,49,19,13.5,Chlorocephalus,,
2772519,Island,NA,21062024,64,49,19,13.5,Chlorocephalus,,
02641254,Island,NA,6042019,61,49,19,13.5,Chlorocephalus,,
02700514,Island,NA,29032013,68.5,48,19,13.5,Chlorocephalus,,
2746551,Island,NA,17062023,64,48,19,13.5,Chlorocephalus,,
01A31662,Island,NA,13062012,63,48,19,13.5,Chlorocephalus,,
2746448,Island,NA,21062022,61,48,19,13.5,Chlorocephalus,,
02700598,Island,NA,01042013,62,46,19,13.5,Chlorocephalus,,
02727876,Island,NA,42922,64,50,19,13.1,Chlorocephalus,,
02700534,Island,NA,30032013,66,51.5,19,13,Chlorocephalus,,
02585671,Island,NA,5042019,65,51,19,13,Chlorocephalus,,
2746506,Island,NA,16062023,65,51,19,13,Chlorocephalus,,
02585627,Island,NA,4042019,64,51,19,13,Chlorocephalus,,
02728056,Island,NA,12042019,64,51,19,13,Chlorocephalus,,
02727804,Island,NA,42909,62,51,19,13,Chlorocephalus,,
02656486,Island,NA,15062015,64,50.5,19,13,Chlorocephalus,,
02700661,Island,NA,23072014,65,50,19,13,Chlorocephalus,,
02585683,Island,NA,5042019,63.5,50,19,13,Chlorocephalus,,
02656258,Island,NA,03042013,63.5,49,19,13,Chlorocephalus,,
2746637,Island,NA,20062023,62,49,19,13,Chlorocephalus,,
2746539,Island,NA,17062023,64,48,19,13,Chlorocephalus,,
02641284,Island,NA,6042019,62,48,19,13,Chlorocephalus,,
02700508,Island,NA,29032013,63,47,19,13,Chlorocephalus,,
02641256,Island,NA,6042019,61,47,19,13,Chlorocephalus,,
2728213,Island,NA,23042022,60,47,19,13,Chlorocephalus,,
02700581,Island,NA,31032013,63,46,19,13,Chlorocephalus,,
02700555,Island,NA,30032013,60,46,19,13,Chlorocephalus,,
02656361,Island,NA,19072014,61,45,19,13,Chlorocephalus,,
02710188,Island,NA,25062016,65,52,19,12.9,Chlorocephalus,,
02727882,Island,NA,42922,66,51,19,12.6,Chlorocephalus,,
02710204,Island,NA,25062016,65,48,19,12.6,Chlorocephalus,,
02727918,Island,NA,7042019,66.5,54,19,12.5,Chlorocephalus,,
2728264,Island,NA,25042022,62,51,19,12.5,Chlorocephalus,,
2728259,Island,NA,25042022,63,50.5,19,12.5,Chlorocephalus,,
2728265,Island,NA,25042022,62,49,19,12.5,Chlorocephalus,,
2728298,Island,NA,25042022,60.5,49,19,12.5,Chlorocephalus,,
2728272,Island,NA,25042022,61,48.5,19,12.5,Chlorocephalus,,
02656395,Island,NA,20072014,64,48,19,12.5,Chlorocephalus,,
02700532,Island,NA,30032013,64,48,19,12.5,Chlorocephalus,,
02700547,Island,NA,30032013,63,48,19,12.5,Chlorocephalus,,
02656215,Island,NA,01042013,62.5,47.5,19,12.5,Chlorocephalus,,
02727892,Island,NA,30102017,65,50,19,12.4,Chlorocephalus,,
02710212,Island,NA,25062016,62,48,19,12.4,Chlorocephalus,,
02710239,Island,NA,26062016,64,45,19,12.4,Chlorocephalus,,
